,Title,Summary,Enrollment,Stars,Rating,Link
114,"
Certification Financial Planning Coaching Holistic Approach
","
Become a Financial Planning Coach|Accreditation + Credentials + Financial Planning Coach Directory for Level 2 Grads
","
3,311 students
",4.2, (816 ratings),https://www.udemy.com/course/financial-planning-coaching-certification/
115,"
The Securities Trade Lifecycle
","
Complete Trade Lifecycle guide, including processing sequence, impact, primary risks and typical mitigation controls.
","
4,942 students
",4.5, (810 ratings),https://www.udemy.com/course/the-securities-trade-lifecycle/
116,"
Quantitative Finance & Algorithmic Trading in Python
","
Stock market, Markowitz-portfolio theory, CAPM, Black-Scholes formula, value at risk, monte carlo simulations, FOREX
","
6,258 students
",4.3, (779 ratings),https://www.udemy.com/course/quantitative-finance-algorithmic-trading-in-python/
117,"
The Complete Ethereum Course: Get .001 Ether In Your Wallet
","
Get involved with Ethereum on this course! It is the most talked about, and valuable cryptocurrency since Bitcoin.
","
4,566 students
",4.8, (770 ratings),https://www.udemy.com/course/ethereum/
118,"
Finance Training for Financial Analysts
","
The comprehensive course in Excel, Accounting, Financial Analysis, Forecasting, Business Valuation and PowerPoint.
","
4,701 students
",4.5, (771 ratings),https://www.udemy.com/course/the-financial-analyst-skills-training-fast-course-2017/
119,"
MBA ASAP Corporate Finance Fundamentals
","
The Concepts and Tools of Financial Analysis and Decision Making
","
2,178 students
",4.4, (772 ratings),https://www.udemy.com/course/corporate-finance-fundementals/
120,"
VPS for Forex Trading - Protect Your Forex Robots
","
Forex: A step-by-step guide to setting up your VPS & MetaTrader 4 for reliable Algorithmic Trading in Forex
","
7,927 students
",4.8, (768 ratings),https://www.udemy.com/course/forex-vps/
121,"
SAP Financial Accounting and Controlling Super User Training
","
A complete Beginner and Intermediate SAP FICO Training - Step by Step by guide, perform all the task in the SAP System
","
3,773 students
",3.9, (762 ratings),https://www.udemy.com/course/sap-financial-accounting-and-controlling-super-user-training/
122,"
How I Make Consistent Returns Trading Options
","
Learn to create consistent returns, trading one of our core strategies - Iron Condors
","
6,947 students
",4.3, (763 ratings),https://www.udemy.com/course/how-i-make-15-per-month-trading-options/
123,"
CFA® Level 1 (2020) - Complete Fixed Income
","
Deep dive into Fixed Income with the Bestselling CFA® prep course provider | With visual learning + Quizzes
","
6,648 students
",4.6, (749 ratings),https://www.udemy.com/course/cfa-level-1-complete-fixed-income/
124,"
The Complete Options Trading Course (Updated 2020)
","
Profitable Options Trading Strategies For Trading Stock Options, Binary Options, Call & Put Using Technical Analysis
","
4,328 students
",4.3, (734 ratings),https://www.udemy.com/course/the-complete-options-trading-course/
125,"
Microsoft Excel for Finance & Accounting
","
Functions and formulas that can boost your productivity as Accounting/Finance professional.
","
40,948 students
",4.2, (728 ratings),https://www.udemy.com/course/excel-for-business-users/
126,"
Blockchain & Cryptocurrency (Bitcoin, Ethereum) Essentials
","
Learn everything about Bitcoin, Ethereum, Ripple, Litecoin, Bitcoin Trading, Mining, ICO, Altcoins, DAO, Investing etc
","
45,756 students
",4.7, (720 ratings),https://www.udemy.com/course/bitcoin-ethereum-blockchain/
127,"
Understanding Macroeconomics for University and Business
","
Explaining the economics of fiscal policy, money creation, and monetary policy
","
3,536 students
",4.4, (718 ratings),https://www.udemy.com/course/understanding-macroeconomics-for-university-and-business/
128,"
PCI (Payment Card) Standards for Corporate Professionals
","
This course covers relevant aspects of the PCI Data Security Standard for processing credit card data.
","
2,164 students
",4.0, (710 ratings),https://www.udemy.com/course/pci-payment-card-standards-for-corporate-professionals/
129,"
Top 5 Forex Strategies from a Professional Trader + 5 Robots
","
+700 Pips in 5 Days! Increase Your Profits Using 5 Profitable Forex Strategies and Not Only 1
","
3,555 students
",4.8, (706 ratings),https://www.udemy.com/course/top-5-forex-strategies-from-a-professional-trader-robots/
130,"
MQL4 Programming for Traders: Build Robust Trading Robots!
","
The Ultimate Algo Trading Course - experience trading zen by learning how to code your own expert advisors and scripts.
","
4,436 students
",4.1, (700 ratings),https://www.udemy.com/course/algorithmic-trading-bootcamp-metatrader4/
131,"
Reversal Candlestick Trading Strategy - Forex/Stock Trading
","
Master The Most Profitable Reversal Candlestick Patterns to Make Consistent Winning Trades in Forex & Stock Trading
","
3,541 students
",4.6, (695 ratings),https://www.udemy.com/course/mastering-the-strongest-trend-reversal-candlestick-patterns/
132,"
Simple Strategy for Swing Trading the Stock Market
","
Use my favorite Technical Indicator and the Trading Strategy I've developed for Swing Trading Stocks
","
2,337 students
",4.2, (694 ratings),https://www.udemy.com/course/swing-trading-the-stock-market/
133,"
Value Investing: The Complete Financial Statement Analysis
","
Value Investing Mastery - How to Perform Financial Statement Analysis & Financial Ratio Analysis to Find Great Stocks
","
4,428 students
",4.4, (689 ratings),https://www.udemy.com/course/financial-statement-analysis-and-valuation/
134,"
Financial Modeling for Business Analysts and Consultants
","
Learn Financial Modeling in Excel that will allow you to participate in due diligence, strategy or turn around projects
","
5,500 students
",4.2, (690 ratings),https://www.udemy.com/course/financial-modeling-for-business-analysts-and-consultants/
135,"
Commercial Credit Analysis
","
This course provides you with the tools needed to undertake effective, conclusion-based, commercial credit analysis.
","
3,366 students
",4.2, (691 ratings),https://www.udemy.com/course/commercial-credit-analysis/
136,"
Forex Trading | Technical Analysis + Swing Trading Strategy
","
Forex Basic | Technical & Fundamental Analysis | Forex Trading Strategy with Harmonic (Chart) Patterns – Live Trading
","
5,751 students
",4.6, (662 ratings),https://www.udemy.com/course/three-steps-trading-live-trading-real-account/
137,"
The Advanced Cryptocurrency Trading Course - With Strategies
","
Learn Advanced Cryptocurrency Day Trading and Swing Trading Strategies That You Can Start Implementing Today.
","
3,698 students
",4.6, (658 ratings),https://www.udemy.com/course/the-advanced-cryptocurrency-trading-course-with-strategies/
138,"
Forex Online Price Action Day Trading Strategy
","
Price Action Trading System for profit on Forex. For beginners and advanced traders. Not Robot Swing Trading Strategy.
","
2,014 students
",4.2, (657 ratings),https://www.udemy.com/course/forex-analysis/
139,"
Value Investing Strategies for Stock Market Investing
","
Learn Financial Analysis & Value Investing strategies for beginners to advanced investors investing in stock market
","
3,603 students
",4.4, (655 ratings),https://www.udemy.com/course/value-investing-strategies-for-the-stock-market/
140,"
The Step-By-Step Guide To Your 401k Plan
","
How Much To Save, Which Investments To Choose, and a Simple Plan To Reach Retirement Using Your 401(k) Plan
","
18,738 students
",4.3, (653 ratings),https://www.udemy.com/course/401k-plan/
141,"
Bitcoin Trading Robot - Cryptocurrency Never Losing Formula
","
Bitcoin Trading Robot - Be Always on a Profit or Worst Case Scenario on Zero in Cryptocurrency Trading
","
5,773 students
",4.7, (650 ratings),https://www.udemy.com/course/cryptocurrency-never-loosing-formula-bitcoin-robot-trading/
142,"
Financial Analysis, from Scratch to Professional!
","
Acquire the theory and practice necessary to ace a job interview, to advance your career and to increase your salary
","
8,213 students
",4.0, (640 ratings),https://www.udemy.com/course/financial-analysis-from-scratch-to-professional-level/
143,"
Fixed Income Securities
","
An introduction to fixed income securities, covering general characteristics as well as specific sectors of the market.
","
3,830 students
",4.6, (641 ratings),https://www.udemy.com/course/fixed-income-securities/
144,"
Double your Forex Account using the MAGIC MA trading robot
","
Learn how any loss making Forex trading Robot / system can potentially double your Forex account with good management
","
5,785 students
",4.4, (634 ratings),https://www.udemy.com/course/double-your-forex-account-using-the-magic-ma-robot/
145,"
Introductory Financial Accounting
","
Learn the basics of Accounting including: the accounting cycle, inventory, depreciation, receivables, and more!
","
2,617 students
",4.7, (629 ratings),https://www.udemy.com/course/introductory-financial-accounting/
146,"
Revenue Recognition - IFRS 15 & ASC 606
","
Shedding light to practical application issues
","
1,657 students
",4.3, (628 ratings),https://www.udemy.com/course/revenue-from-contracts-with-customers/
147,"
(20) Economics courses : Includes India and USA
","
300+ lectures plus special sections on : USA; India; Australia; Bulgaria; Nigeria; Saudi Arabia. Plus the Oxford Diploma
","
6,185 students
",4.6, (624 ratings),https://www.udemy.com/course/egg-timer-economics/
148,"
The Role and Goal of Financial Management
","
Introduce yourself with the world of finance, the areas of financial decision-making and plan your learning of finance.
","
7,765 students
",4.3, (623 ratings),https://www.udemy.com/course/finance-introduction/
149,"
QuickBooks Pro 2017 Training: Manage Small Business Finances
","
The Easiest, Most Convenient and Surefire Way to Master QuickBooks Pro 2017
","
3,317 students
",4.5, (619 ratings),https://www.udemy.com/course/learn-quickbooks-pro-2017-training-course/
150,"
Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager
","
Learn How To Trade Mean-Reversion Setups And Properly Leverage Your Account For Big Returns
","
7,578 students
",4.3, (618 ratings),https://www.udemy.com/course/create-your-own-hedge-fund-double-your-money-every-year/
151,"
Intermediate Accounting 1: Easy. Fast. Simple!
","
Experience the ""Aha"" moment in accounting. Prepare yourself for the CPA exam.
","
2,227 students
",4.5, (616 ratings),https://www.udemy.com/course/intermediateaccounting/
152,"
Risk Management: An Introduction
","
An essential guide to understanding Risk Management
","
9,637 students
",4.3, (609 ratings),https://www.udemy.com/course/risk-management-an-introduction/
153,"
Tally ERP 9 : Step by Step Guide to Accounting With Tally
","
Learn Basic to Advanced Tally (Latest Version) - Accounting, Inventory, GST, GTA, Banking, Payroll and Manufacturing.
","
4,635 students
",4.3, (609 ratings),https://www.udemy.com/course/tally-erp-9-step-by-step-guide-to-accounting-with-tally/
154,"
Audit - Financial Statement
","
Learn the audit process from planning to audit report form a Certified Public Accountant (CPA).
","
30,302 students
",4.4, (596 ratings),https://www.udemy.com/course/audit-financial-statement/
155,"
Financial Accounting: The Complete Introductory Crash Course
","
Learn the Basics of Financial Accounting: Financial Statements, Debits and Credits, The Accounting Cycle and More!
","
4,995 students
",4.5, (585 ratings),https://www.udemy.com/course/university-level-introduction-to-financial-accounting/
156,"
Accounting 1 Simplified for You
","
Your no-nonsense guide to understanding accounting principles in easy to follow explanations and step-by-step examples.
","
4,206 students
",4.4, (587 ratings),https://www.udemy.com/course/accounting-1-simplified-for-you/
157,"
Bitcoin and Cryptocurrency Bootcamp
","
From Mining and the Blockchain to Ethereum and Smart Contracts
","
4,002 students
",4.6, (579 ratings),https://www.udemy.com/course/bitcoin-and-cryptocurrency-bootcamp/
158,"
Personal Finance: Financial Security Thinking & Principles
","
How to secure your financial future the fun & easy way! Personal Finance: Financial Security Thinking & Principles
","
4,038 students
",4.3, (579 ratings),https://www.udemy.com/course/personal-finance-financial-management-budgeting-security/
159,"
Learn SAP Financial Accounting - Online Training
","
Learn SAP Financials with Peter Moxon, Ideal Beginner SAP FI Training Course! - Unlimited Life Time Access + Updates!
","
3,803 students
",4.1, (576 ratings),https://www.udemy.com/course/sap-financial-accounting-overview/
160,"
Fibonacci A-Z+ Forex Trading Strategy with Fibonacci Cluster
","
Fibonacci Trading Course + Forex Trading Strategy + Money Management + Live Trading on Forex Market with Trading Results
","
2,633 students
",4.6, (575 ratings),https://www.udemy.com/course/forex-trading-with-mighty-fibonacci-complete-guide/
