,Title,Summary,Enrollment,Stars,Rating,Link
1270,"
No Bull Investing: Investing 101 For Financial Freedom
","
A Practical No Non-Sense Guide to Learning about the World of Investing
","
1,362 students
",4.5, (32 ratings),https://www.udemy.com/course/no-bull-investing-investing-101-for-financial-freedom/
1271,"
Winning College Scholarships
","
10 secrets to earning $500,000 or more in free money for college
","
189 students
",4.4, (32 ratings),https://www.udemy.com/course/winning-college-scholarships-d/
1272,"
Market Profile: Beat The Markets With TPO
","
Learn To Trade Like A Pit Trader
","
157 students
",3.6, (32 ratings),https://www.udemy.com/course/market-profile-beat-the-markets-with-tpo/
1273,"
Principles of Macroeconomics
","
Understanding the Fundamental Issues of Macroeconomics
","
143 students
",3.9, (32 ratings),https://www.udemy.com/course/principles-of-macroeconomics/
1274,"
Accounting 101: Guide to Business Accounting
","
Accounting:A comprehensive, easy-to-follow course on bookkeeping and accounting skills geared to business professionals
","
3,083 students
",3.8, (32 ratings),https://www.udemy.com/course/book-keeping-level-1-learn-accounting-in-6-8-hours-amazing/
1275,"
EFT for Stock Options Trading Success & Making Better Trades
","
Learn how your emotions can support your Stock Option Daytrading success. Stop Self-Sabotaging Behaviors
","
8,275 students
",4.2, (32 ratings),https://www.udemy.com/course/eft-for-stock-option-trading-success/
1276,"
Gann Fan Trading Ninja: DIY Technical Analysis Certification
","
Gann Fan Tool which uses Professional Technical Analysis For Forex, Stock Trading, Day Trading & Swing Trading
","
6,206 students
",2.9, (32 ratings),https://www.udemy.com/course/gann-fan/
1277,"
Stocks For Beginners - A Guide To Investing
","
In this course you will be taught how to trade stocks from the comfort of your own home starting today!
","
149 students
",3.8, (31 ratings),https://www.udemy.com/course/stocks-for-beginners-a-guide-to-investing/
1278,"
Technical Analysis: Understanding Price Action
","
Learn About the Power of Price Action and Market Structure
","
158 students
",3.8, (31 ratings),https://www.udemy.com/course/technical-analysis-understanding-price-action/
1279,"
7 Steps: Your Introduction to Trading
","
The Market, Brokers, Free Resources, Lingo, Metatrader, Calculating Risk, Fundamental Analysis + Technical Analysis
","
1,106 students
",4.3, (31 ratings),https://www.udemy.com/course/7-steps-your-introduction-to-trading/
1280,"
Technical Analysis: Understanding Price Action
","
Learn About the Power of Price Action and Market Structure
","
158 students
",3.8, (31 ratings),https://www.udemy.com/course/technical-analysis-understanding-price-action/
1281,"
Forex Trading Mastery: Clear Mindset Focus On Profit Vol. 3
","
Forex for Experts To Learn To WIN More Trades With a Fundamental Based Strategy -
","
1,227 students
",3.8, (31 ratings),https://www.udemy.com/course/forex-trading-for-experts-vol4in-depth-forex-trading-course/
1282,"
How to be a Profitable Forex Trader
","
understanding the psychology of forex to make money
","
1,121 students
",4.2, (31 ratings),https://www.udemy.com/course/making-money-in-forex-market/
1283,"
Forex Trading For Beginners - Learn How To Trade Like A Boss
","
Discover How You Can Start Earning Forex Trading Profits Through Trading Currencies Over The Global Spot Forex Markets.
","
143 students
",4.8, (31 ratings),https://www.udemy.com/course/pro-forex-trading-for-beginners/
1284,"
How to Trade Commodity and Financial Futures for a Living!
","
How to speculate in financial futures and commodities with modest capital - and contained minimal personal loss exposed.
","
1,345 students
",3.4, (31 ratings),https://www.udemy.com/course/trading-controlled-leverage-financial-and-commodity-futures/
1285,"
ERP-Microsoft Dynamics NAV module and functionality overview
","
Learn how to perform basic activities in Microsoft Dynamics NAV!
","
186 students
",3.5, (31 ratings),https://www.udemy.com/course/erp-microsoft-dynamics-nav-module-and-functionality-overview/
1286,"
Blockchain Technology: A Simple and Quick Introduction
","
Easy, straightforward introduction to blockchain technology in a visual and engaging way
","
140 students
",4.4, (31 ratings),https://www.udemy.com/course/simple-and-quick-introduction-to-blockchain-technology/
1287,"
Volume Price Analysis: Day Trading Made Simple
","
Succeeding With Volume Price Analysis
","
273 students
",4.3, (31 ratings),https://www.udemy.com/course/volume-price-analysis-day-trading-made-simple/
1288,"
Algorithmic trading with Dow Jones Expert Advisors + 10 EAs
","
Algorithmic Trading as Passive Income using 10 DOW JONES Expert Advisors or Trading Robots
","
231 students
",4.4, (31 ratings),https://www.udemy.com/course/stock-trading-course-dow-jones-algorithmic-trading-10-eas/
1289,"
How to File TDS Returns - A Complete Guide
","
Simple & short course to learn TDS Return filing process
","
107 students
",3.3, (31 ratings),https://www.udemy.com/course/how-to-file-tds-returns/
1290,"
Advanced Stock Options for Serious Equity Investors!
","
Master secrets of controlled leverage investing. Use techniques employed by masters like Warren Buffet or George Soros.
","
1,340 students
",4.0, (31 ratings),https://www.udemy.com/course/bullet-proof-options-controlled-leverage-investing-secrets/
1291,"
Fix Your Own Credit, You Can Do It!
","
Credit Repair Made Easy
","
99 students
",3.7, (31 ratings),https://www.udemy.com/course/fix-your-own-credit/
1292,"
Technical analysis: Backtesting the stock market
","
Backtest your technical analysis trading systems before you make losses!
","
445 students
",3.5, (31 ratings),https://www.udemy.com/course/technical-analysis-backtesting-the-stock-market/
1293,"
Practical Financial Modeling Bootcamp - modeling Google
","
Learn how DCF financial models are built at investment banks and funds
","
145 students
",4.6, (31 ratings),https://www.udemy.com/course/practical-financial-modeling/
1294,"
Global Transfer Pricing Policy Development
","
This course explains the nature and implications of global transfer pricing policy.
","
87 students
",4.0, (31 ratings),https://www.udemy.com/course/global-transfer-pricing-policy-development/
1295,"
STOCK MARKET COURSE: BASIC TO EXPERT LEVEL BY NISM CERTIFIED
","
Learn about complete Stock Market from Basic to Expert level by NISM (SEBI) certified Instructor
","
173 students
",4.0, (31 ratings),https://www.udemy.com/course/stock-market-course-from-basic-to-expert-level-nism/
1296,"
Income Tax for Beginners - Income from Capital Gain
","
Computation of Taxable Capital Gain
","
1,995 students
",4.2, (31 ratings),https://www.udemy.com/course/income-tax-for-beginners-income-from-capital-gain/
1297,"
Stochastic Indicator-An Ultimate Powerful Tool In Trading
","
Learn How To Trade With Stochastic Indicator, Boost Your Earnings In Stocks,Forex and Commodities With Powerful Tool
","
101 students
",3.8, (31 ratings),https://www.udemy.com/course/stochastic-indicator-an-ultimate-powerful-tool-in-trading/
1298,"
Finance Strategy: Calculate How Much You Need to Retire
","
A guide on how to approach your financial retirement or financial independence
","
1,008 students
",4.0, (31 ratings),https://www.udemy.com/course/finance-strategy-calculate-how-much-you-need-to-retire/
1299,"
Financial Modeling and Valuations
","
Learn Financial Modeling from scratch
","
4,082 students
",3.5, (31 ratings),https://www.udemy.com/course/financial-modeling-and-valuations/
1300,"
Learn About Bitcoin and Bitcoin Mining
","
A guide on how to simply start bitcoin mining.
","
614 students
",2.9, (31 ratings),https://www.udemy.com/course/learn-about-bitcoin-and-bitcoin-mining/
1301,"
Financial Accounting Plus Excel and SAP Crash Course.
","
Learn fundamentals of the financial accounting and get from novice to know it all in no time
","
129 students
",3.5, (31 ratings),https://www.udemy.com/course/financial-accounting1/
1302,"
Blender 3d For Newcomers: Using Cycles Render Engine
","
Training on Navigation, Modeling, Materials & Texturing, Lighting, Rendering, Simulation, Video Editing, Room Designing
","
1,034 students
",3.0, (31 ratings),https://www.udemy.com/course/blender-3d-for-new-comers-using-cycles-render-engine/
1303,"
Accounting 101: Using Microsoft Excel For Accounting in 2020
","
Template Included For Download! Learn How To Do Basic Accounting, Track Revenue, Expenses, Profit and Cash.
","
150 students
",3.7, (31 ratings),https://www.udemy.com/course/simple-accounting-in-excel-for-small-business-made-easy/
1304,"
Option Trading - How To Earn If You Can't Predict The Market
","
Options Trading Course - Learn how to stay neutral to the market and make profit! Live examples: Real profitable trades!
","
2,415 students
",4.0, (30 ratings),https://www.udemy.com/course/option-trading-how-to-earn/
1305,"
Build Excel Spreadsheet for Work From Home Business Accounts
","
Create fully functioning Accountancy/ Bookkeeping Spreadsheet and Improve Your Microsoft Excel Skills
","
152 students
",4.6, (30 ratings),https://www.udemy.com/course/quick-start-excel-creating-an-accountancy-spreadsheet/
1306,"
Learn Microsoft Dynamics NAV 2015 Finance Essential
","
Learn key financial functions within the organization such as the Cash Management, the management of VAT, Journal develo
","
216 students
",3.0, (30 ratings),https://www.udemy.com/course/learn-microsoft-dynamics-nav-2015-finance-essential/
1307,"
Financial Statements: Learn Accounting. Unlock the Numbers.
","
Learn Accounting to Get Promoted, Become a Successful Entrepreneur, and Make Smarter Investments
","
338 students
",4.4, (30 ratings),https://www.udemy.com/course/learn-accounting-unlock-the-numbers/
1308,"
The 2020 Complete Masterclass On Managerial Cost Accounting
","
2020 Update - Learn Managerial Accounting (Cost Accounting) from an Accounting MBA with 20+ Years Experience!
","
533 students
",3.4, (30 ratings),https://www.udemy.com/course/accounting-101-learn-cost-accounting-from-a-cfo/
1309,"
Trade The Stock Market: Learn Stocks, Options & Algo Trading
","
Learn the fundamentals of trading stocks, options and learn about algo trading
","
857 students
",4.0, (30 ratings),https://www.udemy.com/course/learn-trading-stock-options/
1310,"
12 Steps to Your Financial Independence
","
Learn 12 Steps to Investment Success and cut through the complexity of investing on your way to financial independence!
","
2,191 students
",4.3, (30 ratings),https://www.udemy.com/course/12-steps-to-your-financial-independence/
1311,"
QuickBooks Online for Contractors
","
Everything A Contractor Could Need When Using QuickBooks Online
","
164 students
",4.5, (30 ratings),https://www.udemy.com/course/quickbooks-online-for-contractors/
1312,"
Masternodes Made Easy: A Beginners Bootcamp!
","
Learn all you need to know about getting started in masternodes for passive income.
","
253 students
",4.1, (30 ratings),https://www.udemy.com/course/masternodesmadeeasy/
1313,"
Financial Statements Basics
","
For Non Finance Executives
","
1,435 students
",4.6, (30 ratings),https://www.udemy.com/course/financial-statements-basics/
1314,"
How To Pay Off A Mortgage Early
","
What if you could be mortgage free in under 10 years, automatically and without cutting back on the things you love?
","
1,124 students
",3.3, (30 ratings),https://www.udemy.com/course/how-to-pay-off-a-mortgage-early/
1315,"
Advance BankNifty Charts and Zeroloss Strategies
","
Bank Nifty Explained with Real situations and solutions .How can we trade in 200 rs daily with example .
","
188 students
",2.9, (30 ratings),https://www.udemy.com/course/advance-banknifty-strategies-zeroloss-only-profits/
1316,"
The Advanced Options Trading Course (Updated 2020)
","
Advanced Options Trading Strategies For Trading Stock Options, Binary Options, Call & Put Using Technical Analysis
","
761 students
",4.3, (30 ratings),https://www.udemy.com/course/the-advanced-options-trading-course/
1317,"
Mastering QuickBooks 2015 Made Easy Training Tutorial
","
Learn Introductory through Advanced material with this complete QuickBooks course. Video lessons & manuals included.
","
808 students
",4.2, (30 ratings),https://www.udemy.com/course/mastering-quickbooks-2015-made-easy-training-tutorial/
1318,"
Work From Home Online (Part/Full) : Trade Forex 4 Beginners
","
Empower Yourself With This 6 Step Guide. Learn The Essentials Of Trading From Scratch to Account Set Up. RISK FREE!
","
2,997 students
",4.0, (30 ratings),https://www.udemy.com/course/make-money-work-from-home-online-trade-forex-4-beginners/
1319,"
MINIMUM QUICKBOOKS - Last Minute Bookkeeping Just For Taxes
","
Do The Least Amount Of Bookkeeping Possible To Satisfy The I.R.S. For Last Minute Taxes
","
722 students
",4.6, (30 ratings),https://www.udemy.com/course/minimum-quickbooks-last-minuet-bookkeeping-just-for-taxes/
1320,"
Machine Trading Analysis with Python
","
Learn machine trading analysis from basic to expert level through a practical course with Python programming language.
","
514 students
",3.2, (30 ratings),https://www.udemy.com/course/machine-trading-analysis-with-python/
1321,"
Essential Options: Strategies for Mastering the Stock Market
","
Learn stock market for beginners with six key strategies: long calls, long puts, covered calls, protective puts and more
","
344 students
",4.7, (30 ratings),https://www.udemy.com/course/essentialoptions/
1322,"
Options Basics & Trading With Small Capital! - Level 1
","
Learn everything you need to know about options while having a budget friendly and profit maximizing strategy!!
","
170 students
",4.1, (30 ratings),https://www.udemy.com/course/options-basics-trading-with-small-capital/
1323,"
Public Speaking: Financial Advisers Convey Your Expertise
","
Public Speaking - You can convey complex financial concepts in an easy to understand way
","
14,753 students
",4.5, (30 ratings),https://www.udemy.com/course/public-speaking-for-financial-advisers/
1324,"
Premium MT4 Tools For Pro Traders-Advanced Technology
","
Learn How To Use Advanced Tools Of MetaTrader 4 With Latest Technology Of Expert Advisors And Indicators
","
207 students
",3.4, (29 ratings),https://www.udemy.com/course/premium-mt4-tools-for-pro-traders-advanced-technology/
1325,"
Trading For Busy People
","
Become a Successful Trader As a Primary or Secondary Work
","
208 students
",4.0, (29 ratings),https://www.udemy.com/course/trading-for-busy-people/
1326,"
Blockchain FAQs - Answered In 1 Hour
","
Get the answers of Blockchain FAQs in this quick & short course. No prior knowledge required.
","
805 students
",4.1, (29 ratings),https://www.udemy.com/course/blockchain-faqs-frequently-answered-questions-answered-in-1-hour/
1327,"
Market Profile: Day Trading With Market Profile
","
Become A Consistent Market Profile Day Trader
","
202 students
",4.4, (29 ratings),https://www.udemy.com/course/market-profile-day-trading-with-market-profile/
1328,"
Case Studies in Macro Economics
","
A tour of historic economic events decoding them to understand core concepts in Macro-Economics
","
1,443 students
",4.0, (29 ratings),https://www.udemy.com/course/case-studies-in-macro-economics/
1329,"
Mastering QuickBooks Online (2018)
","
Get The Most From Your QuickBooks Online
","
148 students
",4.5, (29 ratings),https://www.udemy.com/course/mastering-quickbooks-online-2018/
1330,"
Stock Market Investment: Applied Financial analysis
","
Learn Practical Financial Statements analysis. Reduce investment risks and increase returns.
","
694 students
",3.3, (29 ratings),https://www.udemy.com/course/stock-market-investment-applied-financial-analysis/
1331,"
How to Become a Financial Advisor or CFP
","
Start an exciting new and lucrative career!
","
1,123 students
",3.8, (29 ratings),https://www.udemy.com/course/how-to-become-a-financial-advisor-or-cfp/
1332,"
Sales Variance and Profitability Analysis (Price, Mix, Vol)
","
Calculate in Excel and explain variances in Gross profit and Sales versus Budget and Prior periods with recommendations
","
110 students
",4.6, (30 ratings),https://www.udemy.com/course/learn-financial-analysis-of-variances-in-profit-and-sales/
1333,"
Learn Nadex Binary Options Trading
","
First Steps To Financial Freedom
","
105 students
",4.3, (29 ratings),https://www.udemy.com/course/learn-nadex-by-sterling/
1334,"
How To Trade Options On Earnings For Quick Profits
","
Learn To Profit From Stock's Earnings Announcements
","
406 students
",4.3, (29 ratings),https://www.udemy.com/course/how-to-trade-options-on-earnings-for-quick-profits/
1335,"
Condor Broken Wing Butterfly Options Trading Course System
","
Options Trading : Construct a credit broken wing butterfly spread and earn from a wide range of price movement.
","
1,465 students
",4.4, (29 ratings),https://www.udemy.com/course/condor-broken-wing-butterfly-options-trading-course-system/
1336,"
Organize Your Money With Quicken - Basic & Advanced
","
Learn Step by step through Quicken basic & advanced technical parts - Understand how to use Quicken Home and Business
","
130 students
",3.9, (29 ratings),https://www.udemy.com/course/organize-your-money-with-quicken-advanced/
1337,"
Intro to Individual Taxation | Breezy CPA
","
Learn How to File Your Taxes From a Certified Public Accountant, CPA
","
920 students
",4.4, (29 ratings),https://www.udemy.com/course/individual-taxation/
1338,"
Forex trading: Heiken Ashi Scalping (Trading system)
","
A profitable scalping and Day trading system based on the powerful Currency strength meter for forex trading
","
91 students
",4.8, (29 ratings),https://www.udemy.com/course/forex-trading-heiken-ashi-scalping-trading-system/
1339,"
Master Finance in Three Hours
","
Apply Financial Skills at Work Immediately
","
839 students
",3.6, (29 ratings),https://www.udemy.com/course/basic-finance-for-startups-smes-quick-clear-practical/
1340,"
Fixed Income Securities - The Ultimate Guide
","
Through this course we are going to be learning bond pricing techniques, bond mathematics and curve trading
","
4,074 students
",3.2, (29 ratings),https://www.udemy.com/course/fixed-income/
1341,"
Excel Tools for Financial Modelling
","
Learn how to apply finance principles in Microsoft Excel
","
126 students
",3.8, (29 ratings),https://www.udemy.com/course/excel-tools-for-financial-modelling/
1342,"
Learn algorithmic trading in one day (Covid19 updated)
","
Python for finance.
","
179 students
",4.9, (30 ratings),https://www.udemy.com/course/learn-algorithmic-trading-in-one-day/
1343,"
BINARY OPTION TRADING: ADVANCE TACTICS.
","
Learn and Earn 9 Advance Candlestick Psychology and Price Action Tactics for 2020
","
125 students
",4.6, (29 ratings),https://www.udemy.com/course/price_action-candlestick_psychology-binaryoption-samarth_kolhe_udemy_3/
1344,"
Learn Stock Trading & Investing Techniques – Stage Analysis
","
Beginners Guide to Trading Stocks With the Stage Analysis Method – Made Famous in Stan Weinstein’s Classic Book
","
168 students
",4.8, (31 ratings),https://www.udemy.com/course/learn-stock-trading-investing-techniques-stage-analysis/
1345,"
Order Flow Trading Uncovered
","
Master The DOM
","
154 students
",3.7, (29 ratings),https://www.udemy.com/course/order-flow-trading-uncovered/
1346,"
Investing In The Stock Market With Simple Proven Ways
","
Learn To Master Stock Market Investing With Individual, Mutual And ETFs Stocks From A Trading Firm Owner
","
1,826 students
",3.6, (29 ratings),https://www.udemy.com/course/investing-in-the-stock-market-with-simple-proven-ways/
1347,"
Designing a Great Management P&L
","
This course reviews the design criteria that are common to all well-designed and useful Management P&Ls.
","
115 students
",4.3, (30 ratings),https://www.udemy.com/course/designing-a-great-management-pl/
1348,"
Personal Finance 101
","
Personal Finance Basics : Buying a Home, Purchasing Stocks, Student Loans and Retirement!
","
1,806 students
",4.4, (29 ratings),https://www.udemy.com/course/homesstocksstudentloans/
1349,"
Introduction to Health Financing
","
Learn about the Health Financing, insurance, tax based financing, health accounts and Medical savings accounts,
","
134 students
",4.7, (29 ratings),https://www.udemy.com/course/introduction-to-health-financing/
1350,"
Learn Trading Investing In Financial Markets
","
Use technology to simplify identifying investment opportunities & learn practical strategies about trading & investing.
","
101 students
",4.6, (29 ratings),https://www.udemy.com/course/analyze-trade-stock-markets-from-basics/
1351,"
Forex Trading Strategies For Beginners - Step by Step Manual
","
For you that want to improve or get financial freedom being free with your own time
","
3,715 students
",4.5, (29 ratings),https://www.udemy.com/course/forex-success-strategy-without-knowledge/
1352,"
VAT in the UAE Complete course: Principles and Application
","
Professional VAT online training course designed for UAE GCC Market. Accountants, students and Tax practitioners
","
65 students
",3.9, (29 ratings),https://www.udemy.com/course/vatinuae/
1353,"
Market Profile Trading
","
Take your trading to the next level with Market & Volume Profile
","
150 students
",4.2, (29 ratings),https://www.udemy.com/course/market-profile-trading-sg/
1354,"
Bitcoin - A Comprehensive Guide
","
An in-depth guide to every aspect of bitcoin, including owning, accepting, and even trading the digital currency!
","
336 students
",4.7, (28 ratings),https://www.udemy.com/course/bitcoin-a-comprehensive-guide/
1355,"
Mastering QuickBooks 2014 Made Easy Training Tutorial
","
Learn Introductory through Advanced material with this complete QuickBooks course. Video lessons & manuals included.
","
532 students
",4.3, (28 ratings),https://www.udemy.com/course/mastering-quickbooks-2014-made-easy-training-tutorial/
1356,"
Forex Trading: How To Optimize Expert Advisors in MT4
","
Learn How To Optimize Expert Advisors In Metatrader 4! Step-by-step guide. Expert advisor and settings included!
","
1,457 students
",3.5, (28 ratings),https://www.udemy.com/course/forex-trading-how-to-optimize-expert-advisors/
1357,"
Certified Anti-Money Laundering Specialist (CAMS) exams
","
Pass the ACAMS certification on the first attempt. 136 questions
","
195 students
",3.8, (28 ratings),https://www.udemy.com/course/certified-anti-money-laundering-specialist-cams-exams/
1358,"
From complete beginner to consistent Forex professional.
","
Learn and understand exactly what it takes to become a successful Forex trader.
","
140 students
",4.5, (28 ratings),https://www.udemy.com/course/from-complete-beginner-to-consistent-forex-professional/
1359,"
The Complete Course On Reading & Understanding A 10K Report
","
Read, interpret and analyze a company 10K SEC Securities and Exchange Commission Report. Free Funding Ebook Included!
","
195 students
",4.6, (28 ratings),https://www.udemy.com/course/learn-how-to-read-a-company-10k-report-sec-reporting/
1360,"
Forex Trading: How To Optimize Expert Advisors in MT4
","
Learn How To Optimize Expert Advisors In Metatrader 4! Step-by-step guide. Expert advisor and settings included!
","
1,457 students
",3.5, (28 ratings),https://www.udemy.com/course/forex-trading-how-to-optimize-expert-advisors/
1361,"
Direction-Independ Trading - Elite Forex Traders Strategy
","
Take out the guess work in your trading. Trade without predicting the Forex market
","
1,052 students
",4.0, (28 ratings),https://www.udemy.com/course/direction-independ-trading-elite-traders-forex-strategy/
1362,"
Build Your Future: Smart Tips for Investors of All Levels
","
How any novice or intermediate investor can start investing successfully!
","
584 students
",4.3, (28 ratings),https://www.udemy.com/course/build-your-future-smart-tips-for-investors/
1363,"
Essential Finance For Managers
","
Putting Your Money Where Your Mouth Is: All the finance fundamentals you need to start better managing your business
","
783 students
",4.2, (28 ratings),https://www.udemy.com/course/finance-for-managers/
1364,"
Financial Planning Tutorials
","
Course covers topics that are important for Certified Financial planner(CFP) and Personal Financial Planner (PFP®) exams
","
161 students
",4.0, (29 ratings),https://www.udemy.com/course/financial-planning-tutorials-canada/
1365,"
How to Trade Forex with PortfolioEA of 100 GBPUSD Strategies
","
Learn How to Trade Forex with new Portfolio EAs Every Month for a Better Risk Diversification and Stable Results.
","
150 students
",4.7, (28 ratings),https://www.udemy.com/course/how-to-trade-forex-with-100-gbpusd-strategies-in-an-account/
1366,"
Goods and Service Tax in India : A Brief Introduction.
","
Learn the basic and intermediate of Goods and Service Tax in India and gain an insight of the various provisions of GST.
","
2,033 students
",4.1, (28 ratings),https://www.udemy.com/course/goods-and-service-tax-in-india-a-brief-introduction/
1367,"
Token Economics
","
Designing The Blockchain Economy
","
111 students
",2.9, (28 ratings),https://www.udemy.com/course/token-economics/
1368,"
Learn to Trade A Fund
","
How to become a 7 figure fund trader!
","
6,712 students
",3.8, (30 ratings),https://www.udemy.com/course/learn-to-trade-a-fund/
1369,"
QuickBooks Online 2020
","
Learn QuickBooks Online from a Certified Pro
","
3,341 students
",4.6, (28 ratings),https://www.udemy.com/course/quickbooks-online-2020/
1370,"
Financial Analysis & Financial Ratios I Amazon vs Walmart
","
Learn how to calculate Financial Ratios and complete Financial Analysis using Amazon’s and Walmart’s Financial Metrics
","
5,317 students
",4.6, (29 ratings),https://www.udemy.com/course/financial-analysis-financial-ratios-amazon-vs-walmart/
1371,"
Bitconnect Passively Grow your wealth 100% in 2 months
","
Earn a passive income using Bitconnect
","
2,245 students
",3.7, (28 ratings),https://www.udemy.com/course/bitconnect/
1372,"
A complete understanding of Federal Taxation of USA
","
Federal Taxation including topics under CPA - Taxation
","
928 students
",3.3, (28 ratings),https://www.udemy.com/course/a-complete-understanding-of-federal-taxation/
1373,"
New! Raise funds for your innovative business with EU grants
","
Learn about EU funding opportunities, the European Innovation Council, and the EU SME Instrument!
","
2,233 students
",5.0, (28 ratings),https://www.udemy.com/course/eu-grant-funding-innovative-business/
1374,"
Quickbooks Premier DESKTOP 2017 edition
","
How to use Quickbooks DESKTOP Premier 2017 - bookkeeping software (level 2 equivalent Cert in Computerised bookkeeping)
","
101 students
",4.1, (28 ratings),https://www.udemy.com/course/quickbooks-premier-desktop/
1375,"
MASTERY Forex Trading Course: Trade With CONSISTENT PROFIT™
","
Forex Trading Course. Master Trading Consistency. Free Trading System! Applicable 2 FX, Crypto, Stocks, Futures, CFDs...
","
3,795 students
",4.3, (28 ratings),https://www.udemy.com/course/4-main-stages-of-forex-learn-to-trade-with-consistent-profits/
1376,"
SOX 302: Internal Controls over Financial Reporting
","
This course provides a deeper understanding of the requirements behind SOX 302.
","
145 students
",4.5, (28 ratings),https://www.udemy.com/course/sox-302-internal-controls-over-financial-reporting/
1377,"
Responsibility Accounting & Performance Measurement
","
Managerial accounting tools of responsibility accounting and other performance measures related to decentralization
","
14,677 students
",3.7, (27 ratings),https://www.udemy.com/course/responsibility-accounting-performance-measurement/
1378,"
Excel for Financial Engineering and Loss Reserving (CM2)
","
Walkthrough solution videos of past papers
","
385 students
",4.7, (27 ratings),https://www.udemy.com/course/excel-for-financial-engineering-and-loss-reserving-cm2b/
1379,"
Learning QuickBooks 2015
","
From invoicing to inventory, this tutorial will give you control over your small-to-medium sized business accounting.
","
332 students
",3.7, (27 ratings),https://www.udemy.com/course/learning-quickbooks-2015/
1380,"
Penny Stocks Trading 101
","
Learn how to trade smaller stocks for bigger gains!
","
134 students
",4.5, (27 ratings),https://www.udemy.com/course/penny-stocks-trading-101/
1381,"
SAP FICO Accounts receivables
","
SAP FICO AR training for beginners by SAP Addicts. by Jay Dhruv
","
147 students
",3.1, (27 ratings),https://www.udemy.com/course/sap-fico-accounts-receivables/
1382,"
Stock, Bond and Mutual Fund Investing
","
A quick guide to investing, with a focus on impact/responsible/ethical/social investing.
","
107 students
",3.5, (27 ratings),https://www.udemy.com/course/stock-bond-mutualfund-investing/
1383,"
Crushing the Market on ThinkorSwim with Fibonacci
","
Utilize very profitable techniques on the thinkorswim platform to make day trading your home base business.
","
176 students
",3.8, (27 ratings),https://www.udemy.com/course/crushing-the-market-on-thinkorswim-with-fibonacci/
1384,"
QuickBooks Online: Working with Vendors and Expenses
","
Keep track of your business's spending
","
146 students
",4.7, (27 ratings),https://www.udemy.com/course/quickbooks-online-working-with-vendors-and-expenses/
1385,"
Principles of Actuarial Modelling
","
By MJ the Fellow Actuary
","
198 students
",4.4, (27 ratings),https://www.udemy.com/course/principles-of-actuarial-modelling/
1386,"
Complexity Economics An Introduction
","
Understanding our global economy as a complex system
","
178 students
",4.3, (27 ratings),https://www.udemy.com/course/complexity-economics/
1387,"
Debt and Equity Financing Strategies for Your Company
","
This course covers multiple debt, equity, and other financing strategies for your company throughout its lifecycle.
","
188 students
",3.7, (27 ratings),https://www.udemy.com/course/debt-and-equity-financing-strategies-for-your-company/
1388,"
Microsoft Excel - Learn Excel (Beginner Level)
","
Microsoft Excel - Learn Basics Level Quickly, Learn Formulas and Special Skills.
","
2,369 students
",3.7, (27 ratings),https://www.udemy.com/course/microsoft-excel-learn-excel-beginner-level/
1389,"
C Corporation Income Tax (Form 1120)
","
Learn to enter tax data for a C Corporation into tax Form 1020 from a CPA
","
7,034 students
",4.4, (27 ratings),https://www.udemy.com/course/c-corporation-income-tax-form-1120/
1390,"
How To Crowdfund
","
This course will discuss all aspects of crowdfunding. By the end, you will know how to use crowdfunding.
","
97 students
",4.2, (27 ratings),https://www.udemy.com/course/how-to-crowdfund/
1391,"
Personal Finance Autopilot - Budgeting Made Easy!
","
Learn the keys to effortless personal finance management: build your budget, track your spending and net worth easily
","
905 students
",4.5, (27 ratings),https://www.udemy.com/course/personal-finance-autopilot/
1392,"
Wave Accounting software
","
Learn how to use Wave, the FREE cloud bookkeeping software to perform several essential bookkeeping tasks
","
122 students
",3.9, (27 ratings),https://www.udemy.com/course/wave-accounting/
1393,"
QuickBooks Online vs. Excel
","
QuickBooks and Excel accounting cycle, reporting financial transaction to both QuickBooks and Excel compare and contrast
","
2,016 students
",4.1, (27 ratings),https://www.udemy.com/course/quickbooks-online-vs-excel/
1394,"
FMT: Forex Market Trader Certificate
","
Learn Financial Market Trading from a Trading Floor
","
68 students
",4.0, (27 ratings),https://www.udemy.com/course/fmtcertificate/
1395,"
US Mortgage
","
Learn A to Z of Mortgage Life Cycle
","
103 students
",3.4, (28 ratings),https://www.udemy.com/course/us-mortgage/
1396,"
Dynamics NAV - Setup new company from Scratch.
","
Learn how to set up a completely new company from scratch in Dynamics NAV, incl. Download and Install.
","
188 students
",4.1, (27 ratings),https://www.udemy.com/course/dynamics-nav-setup-new-company-from-scratch/
1397,"
QuickBooks Online Bank Reconciliation
","
Learn QuickBooks Online bank reconciliation process, how to enter the first bank reconciliation and read the bank rec.
","
907 students
",4.7, (27 ratings),https://www.udemy.com/course/quickbooks-online-bank-reconciliation/
1398,"
Get a Credit Repair Publication On Amazon and Live LIFE..
","
Start A Business- A Credit Repair Information Business is the Best
","
777 students
",3.5, (27 ratings),https://www.udemy.com/course/get-a-credit-repair-publication-on-amazon-and-live-life/
1399,"
Business 101: Cash Flow Analysis For Small Business
","
Free Cash Flow Statement Included & Free Funding Ebook! Learn how to learn, interpret and analyze Cash Flow reports
","
1,362 students
",3.3, (27 ratings),https://www.udemy.com/course/analyzing-cash-flow-statements-for-your-small-business/
